"Date","Region","Merchant category","Amount CHF","Number of transactions"
"2021-02-15","Espace Mittelland","Food and beverage services",363927.61,19256
"2021-02-15","Espace Mittelland","Other",1070506.92,9190
"2021-02-15","Espace Mittelland","Retail: Food, beverage, tobacco",10253625.94,308686
"2021-02-15","Espace Mittelland","Retail: Fuel stations",2279354.71,60836
"2021-02-15","Espace Mittelland","Retail: Other goods",3558640.55,53149
"2021-02-15","Espace Mittelland","Transport services",967336.36,16416
"2021-02-15","Lake Geneva","Accommodation",1486929.65,4651
"2021-02-15","Lake Geneva","Food and beverage services",766866.76,32412
"2021-02-15","Lake Geneva","Other",1930256.48,11601
"2021-02-15","Lake Geneva","Retail: Food, beverage, tobacco",11369974.1,297832
"2021-02-15","Lake Geneva","Retail: Fuel stations",2308801.61,63455
"2021-02-15","Lake Geneva","Retail: Other goods",4227464.93,58041
"2021-02-15","Lake Geneva","Transport services",2110332.43,34354
"2021-02-15","Northwestern","Accommodation",74150.94,537
"2021-02-15","Northwestern","Food and beverage services",162180.92,8673
"2021-02-15","Northwestern","Other",788265.7,7580
"2021-02-15","Northwestern","Retail: Food, beverage, tobacco",6493607.68,187485
"2021-02-15","Northwestern","Retail: Fuel stations",1301884.98,36089
"2021-02-15","Northwestern","Retail: Other goods",2161229.37,34098
"2021-02-15","Northwestern","Transport services",454442.58,10187
"2021-02-15","Ticino","Accommodation",192176.38,743
"2021-02-15","Ticino","Food and beverage services",52575.05,2824
"2021-02-15","Ticino","Other",541278.45,1837
"2021-02-15","Ticino","Retail: Food, beverage, tobacco",1683409.38,41007
"2021-02-15","Ticino","Retail: Fuel stations",617031.11,14518
"2021-02-15","Ticino","Retail: Other goods",490269.75,7874
"2021-02-15","Ticino","Transport services",178230.51,2064
"2021-02-15","Zurich","Accommodation",369217.38,1135
"2021-02-15","Zurich","Food and beverage services",550320.39,33361
"2021-02-15","Zurich","Other",1471341.74,12780
"2021-02-15","Zurich","Retail: Food, beverage, tobacco",10303448.1,335571
"2021-02-15","Zurich","Retail: Fuel stations",1379194.05,39406
"2021-02-15","Zurich","Retail: Other goods",3056059.82,49054
"2021-02-15","Zurich","Transport services",598794.43,13781
"2021-02-16","9999","Food and beverage services",2461.9,263
"2021-02-16","9999","Retail: Food, beverage, tobacco",1702.4,52
"2021-02-16","9999","Retail: Fuel stations",24956.18,722
"2021-02-16","9999","Retail: Other goods",1415.1,24
"2021-02-16","Central","Accommodation",538065.28,3181
"2021-02-16","Central","Food and beverage services",208476.68,7767
"2021-02-16","Central","Other",791916.89,5967
"2021-02-16","Central","Retail: Food, beverage, tobacco",5533827.43999999,148437
"2021-02-16","Central","Retail: Fuel stations",1085621.36,29866
"2021-02-16","Central","Retail: Other goods",1947428.37,25859
"2021-02-16","Central","Transport services",559015.46,11699
"2021-02-16","Eastern","Accommodation",1431957.49,4453
"2021-02-16","Eastern","Food and beverage services",469156.57,19136
"2021-02-16","Eastern","Other",1049059.42,8845
"2021-02-16","Eastern","Retail: Food, beverage, tobacco",8230408.15000001,210977
"2021-02-16","Eastern","Retail: Fuel stations",1669231.94,43497
"2021-02-16","Eastern","Retail: Other goods",2815445.27,39816
"2021-02-16","Eastern","Transport services",1090005.27,17377
"2021-02-16","Espace Mittelland","Accommodation",571217.67,3251
"2021-02-16","Espace Mittelland","Food and beverage services",416680.76,21476
"2021-02-16","Espace Mittelland","Other",1378389.24,11032
"2021-02-16","Espace Mittelland","Retail: Food, beverage, tobacco",10415259.39,316719
"2021-02-16","Espace Mittelland","Retail: Fuel stations",2372613.61,64058
"2021-02-16","Espace Mittelland","Retail: Other goods",3529223.67,53848
"2021-02-16","Espace Mittelland","Transport services",889121.06,16842
"2021-02-16","Lake Geneva","Accommodation",1168385.42,4083
"2021-02-16","Lake Geneva","Food and beverage services",882089.19,35126
"2021-02-16","Lake Geneva","Other",2249718.76,13429
"2021-02-16","Lake Geneva","Retail: Food, beverage, tobacco",11427737.6,301379
"2021-02-16","Lake Geneva","Retail: Fuel stations",2326332.9,65024
"2021-02-16","Lake Geneva","Retail: Other goods",4424454.19,57019
"2021-02-16","Lake Geneva","Transport services",1764640.58,34278
"2021-02-16","Northwestern","Accommodation",69638.81,632
"2021-02-16","Northwestern","Food and beverage services",220741.57,10444
"2021-02-16","Northwestern","Other",1121719.86,9691
"2021-02-16","Northwestern","Retail: Food, beverage, tobacco",6767209.87,195891
"2021-02-16","Northwestern","Retail: Fuel stations",1348122.73,38389
"2021-02-16","Northwestern","Retail: Other goods",2360833.86,35362
"2021-02-16","Northwestern","Transport services",398192.44,9893
"2021-02-16","Ticino","Accommodation",151864.45,764
"2021-02-16","Ticino","Food and beverage services",64115.94,3140
"2021-02-16","Ticino","Other",520483.44,2142
"2021-02-16","Ticino","Retail: Food, beverage, tobacco",1725337.5,41448
"2021-02-16","Ticino","Retail: Fuel stations",603645.27,14585
"2021-02-16","Ticino","Retail: Other goods",522848.81,7686
"2021-02-16","Ticino","Transport services",156319.51,2197
"2021-02-16","Zurich","Accommodation",177793.75,1211
"2021-02-16","Zurich","Food and beverage services",665271.05,38228
"2021-02-16","Zurich","Other",1841626.37,15729
"2021-02-16","Zurich","Retail: Food, beverage, tobacco",10690298.46,348750
"2021-02-16","Zurich","Retail: Fuel stations",1438206.88,41835
"2021-02-16","Zurich","Retail: Other goods",3387877.36,51263
"2021-02-16","Zurich","Transport services",544239.49,13620
"2021-02-17","9999","Food and beverage services",2848.6,290
"2021-02-17","9999","Retail: Food, beverage, tobacco",2797.05,87
"2021-02-17","9999","Retail: Fuel stations",25100.14,733
"2021-02-17","9999","Retail: Other goods",1437.2,19
"2021-02-17","Central","Accommodation",638625.31,3546
"2021-02-17","Central","Food and beverage services",221288.81,8176
"2021-02-17","Central","Other",882734.14,6295
"2021-02-17","Central","Retail: Food, beverage, tobacco",5520006.42,148996
"2021-02-17","Central","Retail: Fuel stations",1107794.8,30754
"2021-02-17","Central","Retail: Other goods",2017589.56,26272
"2021-02-17","Central","Transport services",478714.9,11277
"2021-02-17","Eastern","Accommodation",1802719.41,5029
"2021-02-17","Eastern","Food and beverage services",573296.17,21535
"2021-02-17","Eastern","Other",1180241.84,9458
"2021-02-17","Eastern","Retail: Food, beverage, tobacco",8047202.01999999,209361
"2021-02-17","Eastern","Retail: Fuel stations",1695695.97,44788
"2021-02-17","Eastern","Retail: Other goods",2841059.53,40515
"2021-02-17","Eastern","Transport services",1225631.88,19230
"2021-02-17","Espace Mittelland","Accommodation",727804,3598
"2021-02-17","Espace Mittelland","Food and beverage services",459645.08,22378
"2021-02-17","Espace Mittelland","Other",1361963.64,11154
"2021-02-17","Espace Mittelland","Retail: Food, beverage, tobacco",10503087.75,319559
"2021-02-17","Espace Mittelland","Retail: Fuel stations",2390609.79,65513
"2021-02-17","Espace Mittelland","Retail: Other goods",3738032.65,55681
"2021-02-17","Espace Mittelland","Transport services",866565.98,17081
"2021-02-17","Lake Geneva","Accommodation",1342119.45,4518
"2021-02-17","Lake Geneva","Food and beverage services",975215.35,37568
"2021-02-17","Lake Geneva","Other",2358063.31,14086
"2021-02-17","Lake Geneva","Retail: Food, beverage, tobacco",11357363.52,300748
"2021-02-17","Lake Geneva","Retail: Fuel stations",2413496.28,67621
"2021-02-17","Lake Geneva","Retail: Other goods",4410410.63,58238
"2021-02-17","Lake Geneva","Transport services",1737442.53,35120
"2021-02-17","Northwestern","Accommodation",74020.72,708
"2021-02-17","Northwestern","Food and beverage services",235959.88,11179
"2021-02-17","Northwestern","Other",1186528.11,9846
"2021-02-17","Northwestern","Retail: Food, beverage, tobacco",6721903.67,195890
"2021-02-17","Northwestern","Retail: Fuel stations",1375413.1,39274
"2021-02-17","Northwestern","Retail: Other goods",2447546.79,36391
"2021-02-17","Northwestern","Transport services",377891.84,9792
"2021-02-17","Ticino","Accommodation",171476.51,767
"2021-02-17","Ticino","Food and beverage services",79402.96,3469
"2021-02-17","Ticino","Other",474978.12,2095
"2021-02-17","Ticino","Retail: Food, beverage, tobacco",1625489.86,40309
"2021-02-17","Ticino","Retail: Fuel stations",611948.68,14849
"2021-02-17","Ticino","Retail: Other goods",533038.71,7732
"2021-02-17","Ticino","Transport services",173126.3,2429
"2021-02-17","Zurich","Accommodation",184694.18,1304
"2021-02-17","Zurich","Food and beverage services",731246.81,40029
"2021-02-17","Zurich","Other",1932165.06,16361
"2021-02-17","Zurich","Retail: Food, beverage, tobacco",10578268.45,349806
"2021-02-17","Zurich","Retail: Fuel stations",1472025.62,43323
"2021-02-17","Zurich","Retail: Other goods",3567865.75,53073
"2021-02-17","Zurich","Transport services",521232.7,13492
"2021-02-18","9999","Food and beverage services",2574.4,285
"2021-02-18","9999","Retail: Food, beverage, tobacco",2252.95,80
"2021-02-18","9999","Retail: Fuel stations",26140.41,778
"2021-02-18","9999","Retail: Other goods",2665.4,20
"2021-02-18","Central","Accommodation",720381.15,3823
"2021-02-18","Central","Food and beverage services",260982.6,8971
"2021-02-18","Central","Other",890497.71,6383
"2021-02-18","Central","Retail: Food, beverage, tobacco",6003477.42,153285
"2021-02-18","Central","Retail: Fuel stations",1144984.27,31365
"2021-02-18","Central","Retail: Other goods",1862195.48,26079
"2021-02-18","Central","Transport services",554395.13,11931
"2021-02-18","Eastern","Accommodation",1957169.1,5414
"2021-02-18","Eastern","Food and beverage services",601562.51,22631
"2021-02-18","Eastern","Other",1227611.54,9406
"2021-02-18","Eastern","Retail: Food, beverage, tobacco",8812266.94000001,215585
"2021-02-18","Eastern","Retail: Fuel stations",1753655.77,45946
"2021-02-18","Eastern","Retail: Other goods",2891236.99,40722
"2021-02-18","Eastern","Transport services",1263147.3,20668
"2021-02-18","Espace Mittelland","Accommodation",938033.02,3932
"2021-02-18","Espace Mittelland","Food and beverage services",511699.79,23976
"2021-02-18","Espace Mittelland","Other",1411120.54,11230
"2021-02-18","Espace Mittelland","Retail: Food, beverage, tobacco",11832756.68,333197
"2021-02-18","Espace Mittelland","Retail: Fuel stations",2418574.2,65884
"2021-02-18","Espace Mittelland","Retail: Other goods",3948011.45,56697
"2021-02-18","Espace Mittelland","Transport services",777019.199999999,16943
"2021-02-18","Lake Geneva","Accommodation",1442907.64,4766
"2021-02-18","Lake Geneva","Food and beverage services",1023582.96,38506
"2021-02-18","Lake Geneva","Other",2456609.81,14021
"2021-02-18","Lake Geneva","Retail: Food, beverage, tobacco",12003734.48,306766
"2021-02-18","Lake Geneva","Retail: Fuel stations",2445030.65,67669
"2021-02-18","Lake Geneva","Retail: Other goods",4815090.39,57886
"2021-02-18","Lake Geneva","Transport services",1659711.98,34607
"2021-02-18","Northwestern","Accommodation",110365.65,791
"2021-02-18","Northwestern","Food and beverage services",272289.62,11955
"2021-02-18","Northwestern","Other",1221986.11,9913
"2021-02-18","Northwestern","Retail: Food, beverage, tobacco",7422058,201086
"2021-02-18","Northwestern","Retail: Fuel stations",1402121.7,40136
"2021-02-18","Northwestern","Retail: Other goods",2427247.12,35983
"2021-02-18","Northwestern","Transport services",348688.61,9707
"2021-02-18","Ticino","Accommodation",176973.26,746
"2021-02-18","Ticino","Food and beverage services",73636.05,3319
"2021-02-18","Ticino","Other",492619.39,2188
"2021-02-18","Ticino","Retail: Food, beverage, tobacco",1872995.45,42874
"2021-02-18","Ticino","Retail: Fuel stations",613610.86,14773
"2021-02-18","Ticino","Retail: Other goods",539179.78,7908
"2021-02-18","Ticino","Transport services",148561.21,2052
"2021-02-18","Zurich","Accommodation",211988.07,1403
"2021-02-18","Zurich","Food and beverage services",780554.31,41610
"2021-02-18","Zurich","Other",1969779.53,16655
"2021-02-18","Zurich","Retail: Food, beverage, tobacco",11209882.8,354404
"2021-02-18","Zurich","Retail: Fuel stations",1511085.96,43875
"2021-02-18","Zurich","Retail: Other goods",3588744.07,51705
"2021-02-18","Zurich","Transport services",535813.48,13552
"2021-02-19","9999","Food and beverage services",2281.95,258
"2021-02-19","9999","Retail: Food, beverage, tobacco",2996.4,94
"2021-02-19","9999","Retail: Fuel stations",29205.7,861
"2021-02-19","9999","Retail: Other goods",1599.3,17
"2021-02-19","Central","Accommodation",1042520.85,4806
"2021-02-19","Central","Food and beverage services",343907.5,10776
"2021-02-19","Central","Other",1057791.13,7780
"2021-02-19","Central","Retail: Food, beverage, tobacco",9172191.89,193709
"2021-02-19","Central","Retail: Fuel stations",1338580.91,36312
"2021-02-19","Central","Retail: Other goods",2509648.4,32159
"2021-02-19","Central","Transport services",578884.05,13455
"2021-02-19","Eastern","Accommodation",3438370.59,7583
"2021-02-19","Eastern","Food and beverage services",796902.83,26995
"2021-02-19","Eastern","Other",1471475.32,10827
"2021-02-19","Eastern","Retail: Food, beverage, tobacco",12644218.87,263778
"2021-02-19","Eastern","Retail: Fuel stations",2096690.3,54474
"2021-02-19","Eastern","Retail: Other goods",3842056.5,49301
"2021-02-19","Eastern","Transport services",1416922.58,23198
"2021-02-19","Espace Mittelland","Accommodation",1207475.32,4586
"2021-02-19","Espace Mittelland","Food and beverage services",661245.13,26878
"2021-02-19","Espace Mittelland","Other",1670321.92,12698
"2021-02-19","Espace Mittelland","Retail: Food, beverage, tobacco",17439164.54,408117
"2021-02-19","Espace Mittelland","Retail: Fuel stations",2837912.49,75897
"2021-02-19","Espace Mittelland","Retail: Other goods",4822072.73,68144
"2021-02-19","Espace Mittelland","Transport services",875715.46,18557
"2021-02-19","Lake Geneva","Accommodation",2300507.36,6043
"2021-02-19","Lake Geneva","Food and beverage services",1308332.35,43115
"2021-02-19","Lake Geneva","Other",2663420.21,15473
"2021-02-19","Lake Geneva","Retail: Food, beverage, tobacco",16622974.56,367381
"2021-02-19","Lake Geneva","Retail: Fuel stations",2907277.63,78795
"2021-02-19","Lake Geneva","Retail: Other goods",5546828.24,67192
"2021-02-19","Lake Geneva","Transport services",1883222.57,37623
"2021-02-19","Northwestern","Accommodation",139246.49,898
"2021-02-19","Northwestern","Food and beverage services",338389.33,13232
"2021-02-19","Northwestern","Other",1424280.24,11164
"2021-02-19","Northwestern","Retail: Food, beverage, tobacco",10520320.16,242074
"2021-02-19","Northwestern","Retail: Fuel stations",1647609.43,45962
"2021-02-19","Northwestern","Retail: Other goods",3097539.3,43953
"2021-02-19","Northwestern","Transport services",336055.71,10323
"2021-02-19","Ticino","Accommodation",243486.21,905
"2021-02-19","Ticino","Food and beverage services",102850.28,3749
"2021-02-19","Ticino","Other",580702.28,2574
"2021-02-19","Ticino","Retail: Food, beverage, tobacco",2340779.65,48705
"2021-02-19","Ticino","Retail: Fuel stations",702473.67,16320
"2021-02-19","Ticino","Retail: Other goods",631657.16,8677
"2021-02-19","Ticino","Transport services",152853.18,1995
"2021-02-19","Zurich","Accommodation",363801.28,1521
"2021-02-19","Zurich","Food and beverage services",962590.34,45018
"2021-02-19","Zurich","Other",2346430.37,19104
"2021-02-19","Zurich","Retail: Food, beverage, tobacco",15642226.47,417047
"2021-02-19","Zurich","Retail: Fuel stations",1807696.08,51162
"2021-02-19","Zurich","Retail: Other goods",4486797.1,62501
"2021-02-19","Zurich","Transport services",552443.35,15251
"2021-02-20","9999","Food and beverage services",1061.25,107
"2021-02-20","9999","Retail: Food, beverage, tobacco",3390.05,97
"2021-02-20","9999","Retail: Fuel stations",29851.85,879
"2021-02-20","9999","Retail: Other goods",4216.7,42
"2021-02-20","Central","Accommodation",1374582.52,6704
"2021-02-20","Central","Food and beverage services",385629.82,10546
"2021-02-20","Central","Other",716317.1,6001
"2021-02-20","Central","Retail: Food, beverage, tobacco",9699344.87,197763
