"Date","Channel","Merchant category","Amount CHF","Number of transactions"
"2021-02-13","All","Professional services",3570508.54,32083
"2021-02-13","All","Retail: Fuel stations",12735377.91,306370
"2021-02-13","All","Transport services",10161367.32,246005
"2021-02-13","E-comm","Retail: Food, beverage, tobacco",1485390.64,12343
"2021-02-13","E-comm","Retail: Other goods",8716330.89999999,56637
"2021-02-13","POS","Retail: Food, beverage, tobacco",106880016.18,2066562
"2021-02-13","POS","Retail: Other goods",29323206.4199999,423238
"2021-02-14","All","Accommodation",11292328.52,36110
"2021-02-14","All","Entertainment and sports",876699.09,9976
"2021-02-14","All","Food and beverage services",3776923.52999999,100995
"2021-02-14","All","Human health services",279518.23,2633
"2021-02-14","All","Motor vehicles",70920.49,1267
"2021-02-14","All","Other",1003059.52,11498
"2021-02-14","All","Personal services",92889.62,1092
"2021-02-14","All","Professional services",3119899.19,27338
"2021-02-14","All","Retail: Fuel stations",11336296.28,315912
"2021-02-14","All","Transport services",9450971.96,210162
"2021-02-14","E-comm","Retail: Food, beverage, tobacco",911348.87,8408
"2021-02-14","E-comm","Retail: Other goods",9822973.33,61657
"2021-02-14","POS","Retail: Food, beverage, tobacco",6637695.51999999,302488
"2021-02-14","POS","Retail: Other goods",3122928.49,43442
"2021-02-15","All","Accommodation",6168571.58999999,20832
"2021-02-15","All","Entertainment and sports",970465.04,10060
"2021-02-15","All","Food and beverage services",2809559.54,127659
"2021-02-15","All","Human health services",2101172.07,13789
"2021-02-15","All","Motor vehicles",1255046.14,8422
"2021-02-15","All","Other",1730994.75,14925
"2021-02-15","All","Personal services",1115063.63,11278
"2021-02-15","All","Professional services",6467791.63,59154
"2021-02-15","All","Retail: Fuel stations",10628414.63,286097
"2021-02-15","All","Transport services",9170347.88,233976
"2021-02-15","E-comm","Retail: Food, beverage, tobacco",2199147.4,16403
"2021-02-15","E-comm","Retail: Other goods",13994918.15,90406
"2021-02-15","POS","Retail: Food, beverage, tobacco",53401495.3700001,1520729
"2021-02-15","POS","Retail: Other goods",17980913.3,266326
"2021-02-16","All","Accommodation",4816600.61,19971
"2021-02-16","All","Entertainment and sports",919397.26,11307
"2021-02-16","All","Food and beverage services",3206518.88,141318
"2021-02-16","All","Human health services",2681641.54,15607
"2021-02-16","All","Motor vehicles",1361687.8,8861
"2021-02-16","All","Other",1656001.06,14656
"2021-02-16","All","Personal services",2308765.39,22106
"2021-02-16","All","Professional services",5553193.48,51054
"2021-02-16","All","Retail: Fuel stations",10870605.45,298041
"2021-02-16","All","Transport services",7849257,226671
"2021-02-16","E-comm","Retail: Food, beverage, tobacco",1986535.48,15642
"2021-02-16","E-comm","Retail: Other goods",13137712.71,80140
"2021-02-16","POS","Retail: Food, beverage, tobacco",54791780.81,1563653
"2021-02-16","POS","Retail: Other goods",18989526.63,270877
"2021-02-17","All","Accommodation",5720561.07,22423
"2021-02-17","All","Entertainment and sports",952432.77,11441
"2021-02-17","All","Food and beverage services",3573777.03,150760
"2021-02-17","All","Human health services",2937572.35,15816
"2021-02-17","All","Motor vehicles",1457790.22,9435
"2021-02-17","All","Other",1551612.41,14702
"2021-02-17","All","Personal services",2376932.81,22850
"2021-02-17","All","Professional services",5564934.23,49025
"2021-02-17","All","Retail: Fuel stations",11094863.39,306933
"2021-02-17","All","Transport services",8008724.46,233658
"2021-02-17","E-comm","Retail: Food, beverage, tobacco",2302610.01,16991
"2021-02-17","E-comm","Retail: Other goods",12315092.16,75465
"2021-02-17","POS","Retail: Food, beverage, tobacco",54356118.74,1564756
"2021-02-17","POS","Retail: Other goods",19556980.82,277921
"2021-02-18","All","Accommodation",6274552.6,24248
"2021-02-18","All","Entertainment and sports",889906.11,10926
"2021-02-18","All","Food and beverage services",3840672.31,157761
"2021-02-18","All","Human health services",3043701.81,16009
"2021-02-18","All","Motor vehicles",1510036.53,9232
"2021-02-18","All","Other",1604026.85,15014
"2021-02-18","All","Personal services",2556508.12,24071
"2021-02-18","All","Professional services",6058200.03,49181
"2021-02-18","All","Retail: Fuel stations",11317867.75,310517
"2021-02-18","All","Transport services",7889035.66,235222
"2021-02-18","E-comm","Retail: Food, beverage, tobacco",2171336.04,15538
"2021-02-18","E-comm","Retail: Other goods",11836971.1,80737
"2021-02-18","POS","Retail: Food, beverage, tobacco",59159424.7199999,1607277
"2021-02-18","POS","Retail: Other goods",20074370.68,277000
"2021-02-19","All","9999",200,1
"2021-02-19","All","Accommodation",9651422.82999999,29983
"2021-02-19","All","Entertainment and sports",1165040.82,16010
"2021-02-19","All","Food and beverage services",4955698.02,178427
"2021-02-19","All","Human health services",3285935.14,15939
"2021-02-19","All","Motor vehicles",1876911.98,11266
"2021-02-19","All","Other",1630781.58,16136
"2021-02-19","All","Personal services",3051735.13,29298
"2021-02-19","All","Professional services",6028973.28,51299
"2021-02-19","All","Retail: Fuel stations",13369731.9,359864
"2021-02-19","All","Transport services",9139558.77000001,268655
"2021-02-19","E-comm","Retail: Food, beverage, tobacco",2111714.93,15800
"2021-02-19","E-comm","Retail: Other goods",10765551.42,64867
"2021-02-19","POS","Retail: Food, beverage, tobacco",84384872.5400001,1940905
"2021-02-19","POS","Retail: Other goods",24938198.73,331944
"2021-02-20","All","Accommodation",12210361.9,35993
"2021-02-20","All","Entertainment and sports",1077698.5,12651
"2021-02-20","All","Food and beverage services",4743778.96,144882
"2021-02-20","All","Human health services",2136001.58,8494
"2021-02-20","All","Motor vehicles",658638.22,9976
"2021-02-20","All","Other",1098998.06,13644
"2021-02-20","All","Personal services",2549005.83,24617
"2021-02-20","All","Professional services",3314360.38,32906
"2021-02-20","All","Retail: Fuel stations",13389790.56,348665
"2021-02-20","All","Transport services",10967050.95,281379
"2021-02-20","E-comm","Retail: Food, beverage, tobacco",1374702.54,11336
"2021-02-20","E-comm","Retail: Other goods",7771650.07,44944
"2021-02-20","POS","Retail: Food, beverage, tobacco",96245816.9599998,1981282
"2021-02-20","POS","Retail: Other goods",27042370.65,387642
"2021-02-21","All","9999",10,1
"2021-02-21","All","Accommodation",11852277.84,33573
"2021-02-21","All","Entertainment and sports",794191.44,9296
"2021-02-21","All","Food and beverage services",3484614.31,109738
"2021-02-21","All","Human health services",250921.31,2617
"2021-02-21","All","Motor vehicles",99644.41,2109
"2021-02-21","All","Other",1057775.97,11397
"2021-02-21","All","Personal services",78020.2,926
"2021-02-21","All","Professional services",2800511.28,27160
"2021-02-21","All","Retail: Fuel stations",11833511.56,361069
"2021-02-21","All","Transport services",8352796.49999999,217047
"2021-02-21","E-comm","Retail: Food, beverage, tobacco",978824.76,8694
"2021-02-21","E-comm","Retail: Other goods",9551766.43,55610
"2021-02-21","POS","Retail: Food, beverage, tobacco",6709347.39,336234
"2021-02-21","POS","Retail: Other goods",2147806.34,29812
"2021-02-22","All","Accommodation",5899246.63,20824
"2021-02-22","All","Entertainment and sports",999096.48,9838
"2021-02-22","All","Food and beverage services",2923383.56,137727
"2021-02-22","All","Human health services",2206468.67,14163
"2021-02-22","All","Motor vehicles",1285866.69,9921
"2021-02-22","All","Other",1754295.71,14697
"2021-02-22","All","Personal services",1206763.47,12406
"2021-02-22","All","Professional services",6326274.81,50516
"2021-02-22","All","Retail: Fuel stations",10663047.37,295765
"2021-02-22","All","Transport services",8819266.18000001,223672
"2021-02-22","E-comm","Retail: Food, beverage, tobacco",2296421.56,16346
"2021-02-22","E-comm","Retail: Other goods",12903253.6,81748
"2021-02-22","POS","Retail: Food, beverage, tobacco",55019441.9699999,1588334
"2021-02-22","POS","Retail: Other goods",19973011.33,293775
"2021-02-23","All","9999",39.7,1
"2021-02-23","All","Accommodation",4613151.52,20729
"2021-02-23","All","Entertainment and sports",942588.7,12262
"2021-02-23","All","Food and beverage services",3448350.13999999,156043
"2021-02-23","All","Human health services",2912689.24,16090
"2021-02-23","All","Motor vehicles",1552511.94,9528
"2021-02-23","All","Other",1624586.66,15060
"2021-02-23","All","Personal services",2412425.06,23182
"2021-02-23","All","Professional services",6009559.47,51351
"2021-02-23","All","Retail: Fuel stations",10984037.66,309057
"2021-02-23","All","Transport services",8084261.37,224911
"2021-02-23","E-comm","Retail: Food, beverage, tobacco",2000958.19,15103
"2021-02-23","E-comm","Retail: Other goods",12981480.97,72682
"2021-02-23","POS","Retail: Food, beverage, tobacco",54532011.8500001,1600895
"2021-02-23","POS","Retail: Other goods",19940950.83,285987
"2021-02-24","All","Accommodation",5552912.79,22889
"2021-02-24","All","Entertainment and sports",1115827.86,14185
"2021-02-24","All","Food and beverage services",3857239.37999999,165920
"2021-02-24","All","Human health services",2974176.16,16224
"2021-02-24","All","Motor vehicles",1634546.78,9589
"2021-02-24","All","Other",1781609.67,15597
"2021-02-24","All","Personal services",2437323.59,23466
"2021-02-24","All","Professional services",6256237.6,58222
"2021-02-24","All","Retail: Fuel stations",11347906.87,318417
"2021-02-24","All","Transport services",8828137.43,236073
"2021-02-24","E-comm","Retail: Food, beverage, tobacco",2278965.59,16152
"2021-02-24","E-comm","Retail: Other goods",11975327.05,67311
"2021-02-24","POS","Retail: Food, beverage, tobacco",55203034.89,1614047
"2021-02-24","POS","Retail: Other goods",20715370.64,292307
"2021-02-25","All","9999",200,1
"2021-02-25","All","Accommodation",6512993.75,25487
"2021-02-25","All","Entertainment and sports",1261024.79,14924
"2021-02-25","All","Food and beverage services",4321801.77999999,181269
"2021-02-25","All","Human health services",3345896.71,17424
"2021-02-25","All","Motor vehicles",1890271.34,10407
"2021-02-25","All","Other",4038947.07,19431
"2021-02-25","All","Personal services",2853211.11,26734
"2021-02-25","All","Professional services",7594833.03,58875
"2021-02-25","All","Retail: Fuel stations",13023170.97,352552
"2021-02-25","All","Transport services",13243346.66,250060
"2021-02-25","E-comm","Retail: Food, beverage, tobacco",2367822.5,16187
"2021-02-25","E-comm","Retail: Other goods",13603644.14,82148
"2021-02-25","POS","Retail: Food, beverage, tobacco",64028323.47,1756373
"2021-02-25","POS","Retail: Other goods",23270619.92,310810
"2021-02-26","All","Accommodation",9504422.12,29896
"2021-02-26","All","Entertainment and sports",1425841.34,18756
"2021-02-26","All","Food and beverage services",5418666.33,198222
"2021-02-26","All","Human health services",3553500.28,17177
"2021-02-26","All","Motor vehicles",2232732.99,11258
"2021-02-26","All","Other",4090642.48,19391
"2021-02-26","All","Personal services",3403013.15,32657
"2021-02-26","All","Professional services",7175903.22,57505
"2021-02-26","All","Retail: Fuel stations",15040147.43,393905
"2021-02-26","All","Transport services",15933125.46,273330
"2021-02-26","E-comm","Retail: Food, beverage, tobacco",2540262.75,18066
"2021-02-26","E-comm","Retail: Other goods",10632445.16,60119
"2021-02-26","POS","Retail: Food, beverage, tobacco",95715078.4299999,2122000
"2021-02-26","POS","Retail: Other goods",27885253.5,371453
"2021-02-27","All","Accommodation",11115527.97,29653
"2021-02-27","All","Entertainment and sports",1291967.78,16406
"2021-02-27","All","Food and beverage services",4396783.7,131774
"2021-02-27","All","Human health services",2420138.5,9238
"2021-02-27","All","Motor vehicles",720829.74,8523
"2021-02-27","All","Other",2068815.44,17166
"2021-02-27","All","Personal services",2965383.48,28420
"2021-02-27","All","Professional services",3490926.13,35636
"2021-02-27","All","Retail: Fuel stations",13793006.88,342704
"2021-02-27","All","Transport services",13440018.8,244350
"2021-02-27","E-comm","Retail: Food, beverage, tobacco",1744146.22,13547
"2021-02-27","E-comm","Retail: Other goods",7910472.37000001,49832
"2021-02-27","POS","Retail: Food, beverage, tobacco",112240236.49,2147832
"2021-02-27","POS","Retail: Other goods",31594153.92,448677
"2021-02-28","All","Accommodation",11214447.92,31596
"2021-02-28","All","Entertainment and sports",975297.45,12035
"2021-02-28","All","Food and beverage services",3311503.63,104080
"2021-02-28","All","Human health services",317936.71,2828
"2021-02-28","All","Motor vehicles",87582.5,1654
"2021-02-28","All","Other",1396836.46,12996
"2021-02-28","All","Personal services",126916.24,1109
"2021-02-28","All","Professional services",4124342,51157
"2021-02-28","All","Retail: Fuel stations",12087346.31,351611
"2021-02-28","All","Transport services",7425402.95,223309
"2021-02-28","E-comm","Retail: Food, beverage, tobacco",1125684.11,9906
"2021-02-28","E-comm","Retail: Other goods",9956759.70000001,59745
"2021-02-28","POS","Retail: Food, beverage, tobacco",6244998.17999999,319896
"2021-02-28","POS","Retail: Other goods",1635682.09,25657
"2021-03-01","All","Accommodation",5131523.35,18220
"2021-03-01","All","Entertainment and sports",1424739.16,15012
"2021-03-01","All","Food and beverage services",3189685.03,165369
"2021-03-01","All","Human health services",2518723.95,16362
"2021-03-01","All","Motor vehicles",1749034.26,10226
"2021-03-01","All","Other",3561484.08,19218
"2021-03-01","All","Personal services",1353785.29,14000
"2021-03-01","All","Professional services",7042491.35,62361
"2021-03-01","All","Retail: Fuel stations",11749609.93,321569
"2021-03-01","All","Transport services",16784686.01,254698
"2021-03-01","E-comm","Retail: Food, beverage, tobacco",2440598.56,17463
"2021-03-01","E-comm","Retail: Other goods",11524291.4,76024
"2021-03-01","POS","Retail: Food, beverage, tobacco",58247866.9000001,1725723
"2021-03-01","POS","Retail: Other goods",67652703.43,741163
"2021-03-02","All","9999",10.2,1
"2021-03-02","All","Accommodation",3776832.96,17929
"2021-03-02","All","Entertainment and sports",1331822.8,15972
"2021-03-02","All","Food and beverage services",3579951.85999999,177959
"2021-03-02","All","Human health services",2955456.63,17177
"2021-03-02","All","Motor vehicles",2064051.7,10255
"2021-03-02","All","Other",2663140.4,16832
"2021-03-02","All","Personal services",2628993.33,24979
"2021-03-02","All","Professional services",6591925.79,64008
"2021-03-02","All","Retail: Fuel stations",11715857.22,325086
"2021-03-02","All","Transport services",12579798.63,249487
"2021-03-02","E-comm","Retail: Food, beverage, tobacco",2431070.39,17033
"2021-03-02","E-comm","Retail: Other goods",10811459.46,64347
"2021-03-02","POS","Retail: Food, beverage, tobacco",57606823.9299999,1720406
