"Date","Payment method","Merchant category","Amount CHF","Number of transactions"
"2021-05-11","Debit","Retail: Fuel stations",8150784.31000001,225885
"2021-05-11","Debit","Retail: Other goods",30897907.9,390205
"2021-05-11","Debit","Transport services",3003683.73,63296
"2021-05-11","Mobile","Accommodation",57003.56,703
"2021-05-11","Mobile","Food and beverage services",285715.98,14691
"2021-05-11","Mobile","Other",787678.12,10305
"2021-05-11","Mobile","Professional services",1462498.38,13213
"2021-05-11","Mobile","Retail: Food, beverage, tobacco",1428388.33,46685
"2021-05-11","Mobile","Retail: Fuel stations",84305.96,4036
"2021-05-11","Mobile","Retail: Other goods",2184102.86,23643
"2021-05-11","Mobile","Transport services",653362.75,50846
"2021-05-12","Credit","Accommodation",3978731.34,14769
"2021-05-12","Credit","Food and beverage services",3554409.13,100982
"2021-05-12","Credit","Other",6789885.43,54631
"2021-05-12","Credit","Professional services",3964698.39,32606
"2021-05-12","Credit","Retail: Food, beverage, tobacco",32362812.21,719016
"2021-05-12","Credit","Retail: Fuel stations",5154541.00000003,127576
"2021-05-12","Credit","Retail: Other goods",31240851.4699999,271840
"2021-05-12","Credit","Transport services",2731548.73,170804
"2021-05-12","Debit","Accommodation",1362872.18,11194
"2021-05-12","Debit","Food and beverage services",4262903.39,159808
"2021-05-12","Debit","Other",6942795.42,48518
"2021-05-12","Debit","Professional services",1607333.94,15645
"2021-05-12","Debit","Retail: Food, beverage, tobacco",63175829.4299999,1478523
"2021-05-12","Debit","Retail: Fuel stations",10032713.75,276144
"2021-05-12","Debit","Retail: Other goods",35116006.82,452652
"2021-05-12","Debit","Transport services",2794269.91,69348
"2021-05-12","Mobile","Accommodation",66359.75,796
"2021-05-12","Mobile","Food and beverage services",412896.33,17611
"2021-05-12","Mobile","Other",850588.26,11198
"2021-05-12","Mobile","Professional services",853379.21,8388
"2021-05-12","Mobile","Retail: Food, beverage, tobacco",1792740.88,54482
"2021-05-12","Mobile","Retail: Fuel stations",109252.43,4978
"2021-05-12","Mobile","Retail: Other goods",2011644.59,24096
"2021-05-12","Mobile","Transport services",695736.300000001,59536
"2021-05-13","Credit","Accommodation",5251122.91,18026
"2021-05-13","Credit","Food and beverage services",3402689.64999999,69987
"2021-05-13","Credit","Other",2870796.68,38996
"2021-05-13","Credit","Professional services",2476708.44,22525
"2021-05-13","Credit","Retail: Food, beverage, tobacco",3658816.49000001,129830
"2021-05-13","Credit","Retail: Fuel stations",4580316.29,127793
"2021-05-13","Credit","Retail: Other goods",8011940.12000002,53469
"2021-05-13","Credit","Transport services",1925370.95,118477
"2021-05-13","Debit","Accommodation",2029290.19,14238
"2021-05-13","Debit","Food and beverage services",3745074.2,96329
"2021-05-13","Debit","Other",1202389.01,23738
"2021-05-13","Debit","Professional services",213255.94,4496
"2021-05-13","Debit","Retail: Food, beverage, tobacco",5142383.98,231522
"2021-05-13","Debit","Retail: Fuel stations",9440127.23999999,280497
"2021-05-13","Debit","Retail: Other goods",1593279.01,25811
"2021-05-13","Debit","Transport services",360496.64,25678
"2021-05-13","Mobile","Accommodation",72366.82,935
"2021-05-13","Mobile","Food and beverage services",353868.33,8814
"2021-05-13","Mobile","Other",800514.94,12040
"2021-05-13","Mobile","Professional services",560299.8,5641
"2021-05-13","Mobile","Retail: Food, beverage, tobacco",515455.84,13870
"2021-05-13","Mobile","Retail: Fuel stations",111827.64,5298
"2021-05-13","Mobile","Retail: Other goods",1394759.23,12851
"2021-05-13","Mobile","Transport services",628877.610000001,42297
"2021-05-14","Credit","Accommodation",5256526.4,21994
"2021-05-14","Credit","Food and beverage services",4779825.84000001,107467
"2021-05-14","Credit","Other",7811958.09,65358
"2021-05-14","Credit","Professional services",3534913.62999999,29725
"2021-05-14","Credit","Retail: Food, beverage, tobacco",37201583.03,733063
"2021-05-14","Credit","Retail: Fuel stations",4772742.54,114239
"2021-05-14","Credit","Retail: Other goods",50198498.81,394046
"2021-05-14","Credit","Transport services",3012936.21,187525
"2021-05-14","Debit","Accommodation",2113635.33,18355
"2021-05-14","Debit","Food and beverage services",5414863.36,154492
"2021-05-14","Debit","Other",7184820.69,59734
"2021-05-14","Debit","Professional services",1447132.29,16062
"2021-05-14","Debit","Retail: Food, beverage, tobacco",69871739.1500001,1448190
"2021-05-14","Debit","Retail: Fuel stations",9290137.54999999,243881
"2021-05-14","Debit","Retail: Other goods",58250902.26,667151
"2021-05-14","Debit","Transport services",3209610.34,82541
"2021-05-14","Mobile","Accommodation",87386.48,1025
"2021-05-14","Mobile","Food and beverage services",395754.43,12234
"2021-05-14","Mobile","Other",920122.3,11875
"2021-05-14","Mobile","Professional services",591435.95,6071
"2021-05-14","Mobile","Retail: Food, beverage, tobacco",1940197.88,48815
"2021-05-14","Mobile","Retail: Fuel stations",94677.27,4074
"2021-05-14","Mobile","Retail: Other goods",2555476.48,27294
"2021-05-14","Mobile","Transport services",763457.46,61087
"2021-05-15","Credit","Accommodation",6581738.79,20300
"2021-05-15","Credit","Food and beverage services",3621627.82999999,76370
"2021-05-15","Credit","Other",5243585.21,53202
"2021-05-15","Credit","Professional services",1659306.06,20971
"2021-05-15","Credit","Retail: Food, beverage, tobacco",33204603.06,669631
"2021-05-15","Credit","Retail: Fuel stations",4416261.45,103525
"2021-05-15","Credit","Retail: Other goods",42414096.36,357423
"2021-05-15","Credit","Transport services",2317750.36,165444
"2021-05-15","Debit","Accommodation",2581193.93,15517
"2021-05-15","Debit","Food and beverage services",3994735.88,107987
"2021-05-15","Debit","Other",4556006.97,44550
"2021-05-15","Debit","Professional services",513803.06,8257
"2021-05-15","Debit","Retail: Food, beverage, tobacco",61011926.48,1280622
"2021-05-15","Debit","Retail: Fuel stations",8317339.82,213760
"2021-05-15","Debit","Retail: Other goods",48462701.05,584890
"2021-05-15","Debit","Transport services",1498878.06,60428
"2021-05-15","Mobile","Accommodation",83900.38,797
"2021-05-15","Mobile","Food and beverage services",331128.39,8458
"2021-05-15","Mobile","Other",721256.72,10143
"2021-05-15","Mobile","Professional services",353792.93,4273
"2021-05-15","Mobile","Retail: Food, beverage, tobacco",1709539.78,41555
"2021-05-15","Mobile","Retail: Fuel stations",87148.99,3564
"2021-05-15","Mobile","Retail: Other goods",2166155.33,24074
"2021-05-15","Mobile","Transport services",651230.06,53618
"2021-05-16","Credit","Accommodation",9695146.05,17791
"2021-05-16","Credit","Food and beverage services",2263535.22,45964
"2021-05-16","Credit","Other",2515674.16,32005
"2021-05-16","Credit","Professional services",1768710.61,20783
"2021-05-16","Credit","Retail: Food, beverage, tobacco",2728560.65000001,108949
"2021-05-16","Credit","Retail: Fuel stations",4002785.86999999,107857
"2021-05-16","Credit","Retail: Other goods",8714554.20000002,55165
"2021-05-16","Credit","Transport services",2103335.57,105387
"2021-05-16","Debit","Accommodation",3066870.1,11593
"2021-05-16","Debit","Food and beverage services",2241842.71,59658
"2021-05-16","Debit","Other",945358.09,18149
"2021-05-16","Debit","Professional services",191626.99,3477
"2021-05-16","Debit","Retail: Food, beverage, tobacco",3571175.88,185428
"2021-05-16","Debit","Retail: Fuel stations",7672551.01,222403
"2021-05-16","Debit","Retail: Other goods",1210066.57,20282
"2021-05-16","Debit","Transport services",319047.72,19784
"2021-05-16","Mobile","Accommodation",92228.78,540
"2021-05-16","Mobile","Food and beverage services",250271.85,6179
"2021-05-16","Mobile","Other",599263.75,7944
"2021-05-16","Mobile","Professional services",467219.8,4685
"2021-05-16","Mobile","Retail: Food, beverage, tobacco",432942.15,10750
"2021-05-16","Mobile","Retail: Fuel stations",75275.43,3614
"2021-05-16","Mobile","Retail: Other goods",1517750.47,14166
"2021-05-16","Mobile","Transport services",625640.88,36008
"2021-05-17","Credit","Accommodation",3513896.73,10960
"2021-05-17","Credit","Food and beverage services",2001068.08,72198
"2021-05-17","Credit","Other",5835657.93,44786
"2021-05-17","Credit","Professional services",4334199.50999999,43778
"2021-05-17","Credit","Retail: Food, beverage, tobacco",20804729.8099998,561125
"2021-05-17","Credit","Retail: Fuel stations",4003513.65,101716
"2021-05-17","Credit","Retail: Other goods",26662319.8199998,245769
"2021-05-17","Credit","Transport services",2708248.63,146021
"2021-05-17","Debit","Accommodation",913062.46,7518
"2021-05-17","Debit","Food and beverage services",2186604.28,110003
"2021-05-17","Debit","Other",4281145.38,30534
"2021-05-17","Debit","Professional services",1560045.95,15282
"2021-05-17","Debit","Retail: Food, beverage, tobacco",38720020.6699999,1131051
"2021-05-17","Debit","Retail: Fuel stations",7801334.85,217945
"2021-05-17","Debit","Retail: Other goods",26132340.54,353387
"2021-05-17","Debit","Transport services",2867524.67,62859
"2021-05-17","Mobile","Accommodation",46958.19,617
"2021-05-17","Mobile","Food and beverage services",273337.83,14600
"2021-05-17","Mobile","Other",836804.03,9612
"2021-05-17","Mobile","Professional services",716975.54,7705
"2021-05-17","Mobile","Retail: Food, beverage, tobacco",1357522.08,48427
"2021-05-17","Mobile","Retail: Fuel stations",83071.7,4138
"2021-05-17","Mobile","Retail: Other goods",2178792.7,23722
"2021-05-17","Mobile","Transport services",726588.05,49953
"2021-05-18","Credit","Accommodation",2931118.3,11793
"2021-05-18","Credit","Food and beverage services",2601765.76,84934
"2021-05-18","Credit","Other",6817323.68,52968
"2021-05-18","Credit","Professional services",3591259.64999999,29180
"2021-05-18","Credit","Retail: Food, beverage, tobacco",20300598.64,552499
"2021-05-18","Credit","Retail: Fuel stations",4079622.64999999,105150
"2021-05-18","Credit","Retail: Other goods",26438130.5999999,228352
"2021-05-18","Credit","Transport services",2510579.88,145309
"2021-05-18","Debit","Accommodation",792964.080000001,8532
"2021-05-18","Debit","Food and beverage services",2851102.03,128385
"2021-05-18","Debit","Other",5584343.54,40371
"2021-05-18","Debit","Professional services",1477951.29,14231
"2021-05-18","Debit","Retail: Food, beverage, tobacco",36655126.74,1095289
"2021-05-18","Debit","Retail: Fuel stations",7814797.06,222640
"2021-05-18","Debit","Retail: Other goods",26536881.02,345615
"2021-05-18","Debit","Transport services",2467926.3,60307
"2021-05-18","Mobile","Accommodation",52614.62,717
"2021-05-18","Mobile","Food and beverage services",317160.62,15912
"2021-05-18","Mobile","Other",726240.23,9446
"2021-05-18","Mobile","Professional services",584576.3,6654
"2021-05-18","Mobile","Retail: Food, beverage, tobacco",1309284.11,48057
"2021-05-18","Mobile","Retail: Fuel stations",84378.53,4268
"2021-05-18","Mobile","Retail: Other goods",1937391.61,21403
"2021-05-18","Mobile","Transport services",652471.03,48455
"2021-05-19","Credit","Accommodation",3358669.49,12266
"2021-05-19","Credit","Food and beverage services",2600113.42999999,84631
"2021-05-19","Credit","Other",6135610.06,49206
"2021-05-19","Credit","Professional services",4001256.48,32445
"2021-05-19","Credit","Retail: Food, beverage, tobacco",21081116.47,556832
"2021-05-19","Credit","Retail: Fuel stations",4277769.89000001,108138
"2021-05-19","Credit","Retail: Other goods",27835760.9399999,237706
"2021-05-19","Credit","Transport services",2598439.38,157110
"2021-05-19","Debit","Accommodation",942460.9,8656
"2021-05-19","Debit","Food and beverage services",2831274.63,127158
"2021-05-19","Debit","Other",5874949.94,41763
"2021-05-19","Debit","Professional services",1467351.25,14633
"2021-05-19","Debit","Retail: Food, beverage, tobacco",38228808.87,1105798
"2021-05-19","Debit","Retail: Fuel stations",8041984.10999999,225505
"2021-05-19","Debit","Retail: Other goods",28498296.38,368630
"2021-05-19","Debit","Transport services",2259768.24,61965
"2021-05-19","Mobile","Accommodation",49696.88,637
"2021-05-19","Mobile","Food and beverage services",335335.41,15436
"2021-05-19","Mobile","Other",714495.76,9435
"2021-05-19","Mobile","Professional services",953321.41,8894
"2021-05-19","Mobile","Retail: Food, beverage, tobacco",1331671.16,46980
"2021-05-19","Mobile","Retail: Fuel stations",83059.35,4079
"2021-05-19","Mobile","Retail: Other goods",1850917.8,21650
"2021-05-19","Mobile","Transport services",664602.07,52850
"2021-05-20","Credit","Accommodation",4189935.65,15174
"2021-05-20","Credit","Food and beverage services",3791627.86999999,105192
"2021-05-20","Credit","Other",5940314.13,48425
"2021-05-20","Credit","Professional services",3711558.34,31884
"2021-05-20","Credit","Retail: Food, beverage, tobacco",22064726.2999999,574513
"2021-05-20","Credit","Retail: Fuel stations",4592830.17999999,117414
"2021-05-20","Credit","Retail: Other goods",26714810.4399999,234335
"2021-05-20","Credit","Transport services",2399721.62,147384
"2021-05-20","Debit","Accommodation",1265464.79,11321
"2021-05-20","Debit","Food and beverage services",4135152.06,155392
"2021-05-20","Debit","Other",5866358.69,42059
"2021-05-20","Debit","Professional services",1444933.75,13969
"2021-05-20","Debit","Retail: Food, beverage, tobacco",39636056.92,1126622
"2021-05-20","Debit","Retail: Fuel stations",8506248.74000001,242024
"2021-05-20","Debit","Retail: Other goods",27448260.77,351153
"2021-05-20","Debit","Transport services",2489409.93,64458
"2021-05-20","Mobile","Accommodation",57731.91,772
"2021-05-20","Mobile","Food and beverage services",390582.6,17644
"2021-05-20","Mobile","Other",823937.47,10209
"2021-05-20","Mobile","Professional services",612193.58,6863
"2021-05-20","Mobile","Retail: Food, beverage, tobacco",1340299.07,49010
"2021-05-20","Mobile","Retail: Fuel stations",93944.06,4622
"2021-05-20","Mobile","Retail: Other goods",1662609.06,20199
"2021-05-20","Mobile","Transport services",600600.62,47194
"2021-05-21","Credit","Accommodation",4880896.03,14470
"2021-05-21","Credit","Food and beverage services",3148283.33999999,91501
"2021-05-21","Credit","Other",6261513.55,51162
"2021-05-21","Credit","Professional services",3823094.25,30893
"2021-05-21","Credit","Retail: Food, beverage, tobacco",32597648.2500001,674809
"2021-05-21","Credit","Retail: Fuel stations",5129132.19,123226
"2021-05-21","Credit","Retail: Other goods",30131579.1699998,255897
"2021-05-21","Credit","Transport services",2626312.75,169413
"2021-05-21","Debit","Accommodation",1571752.61,10156
"2021-05-21","Debit","Food and beverage services",3638313.45,140655
"2021-05-21","Debit","Other",6386543.92,45111
"2021-05-21","Debit","Professional services",1601271.37,15007
"2021-05-21","Debit","Retail: Food, beverage, tobacco",60494819.44,1335786
"2021-05-21","Debit","Retail: Fuel stations",9546772.00000001,254012
"2021-05-21","Debit","Retail: Other goods",33287895.6,415621
"2021-05-21","Debit","Transport services",2632542.42,66408
"2021-05-21","Mobile","Accommodation",59386.29,740
"2021-05-21","Mobile","Food and beverage services",492463.86,18671
"2021-05-21","Mobile","Other",846336.47,10845
"2021-05-21","Mobile","Professional services",653121.39,6996
"2021-05-21","Mobile","Retail: Food, beverage, tobacco",1865065.99,52755
"2021-05-21","Mobile","Retail: Fuel stations",103325.73,4451
"2021-05-21","Mobile","Retail: Other goods",1904034.42,21020
"2021-05-21","Mobile","Transport services",711230.009999999,58957
"2021-05-22","Credit","Accommodation",4986072.7,20573
