"Indizes / Veränderungen","Nominal / Real","Branche / Warengruppe","Monat","Unbereinigt","Kalenderbereinigt","Saisonbereinigt","Trend"
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2019M12",123.7,127.0,106.7,105.9
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M01",100.5,99.2,104.9,106.1
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M02",103.7,99.4,109.6,106.3
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M03",115.1,118.9,115.0,106.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M04",112.2,109.8,110.1,107.1
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M05",128.2,127.1,123.9,107.6
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M06",115.4,116.6,115.7,108.1
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M07",117.5,115.4,117.0,108.4
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M08",107.4,109.4,114.1,108.6
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M09",105.8,105.2,112.1,108.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M10",118.1,115.1,116.8,108.8
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M11",115.8,118.0,115.2,108.8
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2020M12",142.6,144.2,121.5,108.8
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M01",110.0,111.0,117.5,108.8
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M02",105.4,105.9,116.5,108.8
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M03",129.4,126.4,122.2,108.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M04",120.6,121.6,122.1,108.5
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M05",118.5,120.7,117.7,108.3
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M06",113.3,112.0,111.1,108.1
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M07",111.6,108.8,110.5,108.3
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M08",105.7,106.1,110.6,108.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M09",104.6,103.5,110.2,109.4
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M10",110.8,110.3,111.8,110.2
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M11",115.7,116.1,113.0,110.9
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2021M12",135.6,132.2,111.7,111.5
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M01",104.4,105.2,111.3,111.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M02",101.5,102.0,112.1,111.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M03",115.5,116.0,112.1,111.5
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M04",114.9,111.0,111.5,111.3
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M05",112.7,113.4,110.6,111.3
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M06",112.4,112.0,111.1,111.5
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M07",109.7,109.2,110.9,111.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M08",108.9,108.3,112.9,112.0
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M09",107.8,106.2,113.1,112.4
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M10",109.4,110.3,112.0,112.6
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M11",116.2,115.6,112.4,112.9
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2022M12",135.0,128.7,108.9,113.1
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2023M01",107.4,107.5,113.7,113.4
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2023M02",103.4,103.9,114.0,113.8
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2023M03",118.6,117.8,113.9,114.3
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2023M04",111.7,110.8,111.3,114.7
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2023M05",117.4,117.8,114.8,115.0
"Indizes","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2023M06",119.3,116.9,115.9,115.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M01",83.9,84.5,86.2,86.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M02",83.2,80.7,88.1,87.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M03",84.1,82.7,86.6,87.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M04",83.4,84.5,89.8,88.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M05",95.3,92.0,89.2,88.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M06",77.0,78.5,88.0,88.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M07",83.4,84.5,89.0,89.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M08",79.5,78.8,89.2,89.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M09",90.1,89.2,89.7,89.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M10",93.1,94.4,91.0,90.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M11",105.1,104.2,92.8,90.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2000M12",117.9,118.8,92.0,90.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M01",89.2,88.6,90.2,90.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M02",82.4,82.9,90.5,90.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M03",88.1,86.6,90.7,91.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M04",83.4,85.1,90.4,91.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M05",96.3,94.5,91.7,91.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M06",83.4,83.3,93.2,91.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M07",86.3,87.5,92.2,92.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M08",81.8,80.9,91.6,92.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M09",91.9,92.9,93.6,92.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M10",92.2,91.7,88.5,92.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M11",105.4,104.3,93.0,92.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2001M12",117.3,119.6,93.0,92.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M01",91.1,90.5,91.5,92.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M02",84.0,84.5,92.2,91.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M03",87.9,88.8,92.7,91.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M04",86.0,85.5,90.8,91.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M05",94.3,93.8,91.3,91.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M06",80.4,80.7,89.9,90.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M07",86.9,86.4,90.9,90.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M08",81.6,80.8,91.2,90.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M09",88.1,89.6,90.5,90.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M10",94.5,93.3,90.2,90.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M11",101.6,100.5,89.9,90.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2002M12",113.8,116.0,91.0,90.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M01",90.9,90.1,90.5,90.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M02",81.6,82.1,89.5,89.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M03",86.0,86.9,90.5,89.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M04",85.9,85.4,90.5,89.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M05",94.6,92.6,90.4,90.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M06",78.4,80.3,88.8,90.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M07",87.0,86.0,90.2,90.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M08",75.7,76.6,86.0,90.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M09",90.7,90.4,91.8,91.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M10",96.5,95.2,92.2,91.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M11",97.7,98.8,88.7,91.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2003M12",115.5,115.8,91.5,91.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M01",94.5,93.8,93.6,91.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M02",85.5,84.7,92.5,91.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M03",88.2,87.4,90.8,91.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M04",87.2,86.5,91.3,91.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M05",91.4,93.4,91.6,91.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M06",85.1,83.8,92.0,90.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M07",87.7,86.5,90.4,90.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M08",80.9,80.6,90.0,90.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M09",89.3,88.5,90.4,90.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M10",92.0,92.6,89.9,90.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M11",101.6,101.2,91.3,90.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2004M12",116.2,113.2,90.0,91.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M01",92.0,92.6,91.9,91.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M02",85.1,85.6,93.6,92.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M03",90.6,91.1,94.6,92.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M04",91.1,88.6,93.1,93.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M05",90.8,92.0,90.5,93.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M06",87.7,86.4,94.2,93.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M07",89.3,89.9,93.6,93.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M08",84.8,84.1,93.1,93.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M09",90.3,89.3,91.6,93.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M10",95.5,96.7,94.2,93.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M11",103.7,102.9,93.3,93.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2005M12",119.2,115.4,92.1,93.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M01",95.1,94.7,94.0,93.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M02",84.6,85.1,93.3,93.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M03",90.9,89.5,92.8,93.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M04",89.5,90.8,95.3,93.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M05",96.3,94.8,93.5,93.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M06",87.6,87.4,94.6,94.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M07",90.0,91.1,94.4,94.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M08",89.9,89.1,98.0,94.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M09",92.6,91.6,94.2,95.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M10",96.3,97.6,95.1,95.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M11",107.2,106.3,97.0,96.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2006M12",121.1,122.1,97.5,96.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M01",98.9,98.3,98.1,96.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M02",87.6,88.1,97.0,97.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M03",96.5,94.7,98.1,97.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M04",92.4,94.4,99.3,97.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M05",98.6,98.2,96.7,98.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M06",92.4,90.8,97.9,98.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M07",94.5,95.8,98.5,98.8
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M08",93.1,92.1,101.0,99.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M09",96.6,97.6,100.4,99.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M10",102.6,102.0,99.5,99.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M11",109.8,108.6,99.7,100.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2007M12",123.5,125.9,100.1,100.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M01",101.2,100.5,100.9,100.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M02",94.7,91.9,101.7,101.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M03",94.8,97.8,101.0,101.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M04",95.3,92.9,97.9,101.5
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M05",107.4,105.8,104.0,101.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M06",94.3,95.2,102.3,101.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M07",101.3,100.1,102.2,101.7
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M08",92.6,93.7,102.5,101.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M09",103.6,103.2,106.0,101.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M10",104.8,103.5,100.7,101.3
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M11",107.7,108.9,100.4,101.1
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2008M12",127.4,127.8,101.4,100.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M01",100.5,99.7,101.0,100.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M02",90.3,90.8,101.4,100.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M03",96.6,97.6,100.5,100.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M04",95.5,95.0,100.5,101.0
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M05",105.0,105.0,102.8,101.2
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M06",94.7,95.1,101.6,101.4
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M07",102.2,100.9,102.2,101.6
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M08",91.0,92.5,101.4,101.9
"Indizes","Nominal","4719, 474-479: Detailhandel mit Nicht-Nahrungsmitteln (ohne Tankstellen), davon:","2009M09",100.1,99.3,101.9,102.2
